id,author/disease,gene,article_count
514,Baker JK/Atypical autism,oxytocin receptor,1
515,Messinger DS/Atypical autism,oxytocin receptor,1
516,Kushak RI/Atypical autism,lactase,1
517,Buie TM/Atypical autism,lactase,1
518,Murray KF/Atypical autism,lactase,1
519,Newburg DS/Atypical autism,lactase,1
520,Chen C/Atypical autism,lactase,2
521,Nestoridi E/Atypical autism,lactase,1
522,Winter HS/Atypical autism,lactase,1
523,Yoganathan S/Atypical autism,WD repeat domain 45,1
524,Arunachal G/Atypical autism,WD repeat domain 45,1
525,Sudhakar SV/Atypical autism,WD repeat domain 45,1
526,Rajaraman V/Atypical autism,WD repeat domain 45,1
527,Thomas M/Atypical autism,WD repeat domain 45,1
528,Danda S/Atypical autism,WD repeat domain 45,1
529,Chen C/Atypical autism,androgen receptor,2
530,Van Horn JD/Atypical autism,androgen receptor,1
531,Imitola J/Atypical autism,neurexin 1,1
532,Walleigh D/Atypical autism,neurexin 1,1
533,Anderson CE/Atypical autism,neurexin 1,1
534,Jethva R/Atypical autism,neurexin 1,1
535,Carvalho KS/Atypical autism,neurexin 1,1
536,Legido A/Atypical autism,neurexin 1,1
537,Khurana DS/Atypical autism,neurexin 1,1
538,Akshoomoff N/Atypical autism,Jacobsen syndrome,1
539,Mattson SN/Atypical autism,Jacobsen syndrome,1
540,Grossfeld PD/Atypical autism,Jacobsen syndrome,1
541,Liu XB/Atypical autism,multiple sclerosis,1
542,Schumann CM/Atypical autism,multiple sclerosis,1
543,Zikopoulos B/Atypical autism,parvalbumin,1
544,Barbas H/Atypical autism,parvalbumin,1
545,Lim KC/Atypical autism,TBC1 domain family member 7,3
546,Crino PB/Atypical autism,TBC1 domain family member 7,3
547,Lim KC/Atypical autism,glial fibrillary acidic protein,3
548,Crino PB/Atypical autism,glial fibrillary acidic protein,3
549,Lim KC/Atypical autism,phosphatase and tensin homolog,3
550,Crino PB/Atypical autism,phosphatase and tensin homolog,3
551,Kohlstadt I/Atypical autism,insulin,1
552,Wharton G/Atypical autism,insulin,1
553,Farmer C/Atypical autism,secretin,1
554,Thurm A/Atypical autism,secretin,1
555,Grant P/Atypical autism,secretin,1
556,Mestre TA/Atypical autism,Gilles de la Tourette syndrome,1
557,Zurowski M/Atypical autism,Gilles de la Tourette syndrome,1
558,Fox SH/Atypical autism,Gilles de la Tourette syndrome,1
559,Ishima T/Atypical autism,nerve growth factor,1
560,Iyo M/Atypical autism,nerve growth factor,1
561,Hashimoto K/Atypical autism,nerve growth factor,1
562,Verhoeven WM/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
563,Egger JI/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
564,Willemsen MH/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
565,de Leijer GJ/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
566,Kleefstra T/Atypical autism,SH3 and multiple ankyrin repeat domains 3,1
567,Sanmann JN/Atypical autism,methyl-CpG binding protein 2,1
568,Schaefer GB/Atypical autism,methyl-CpG binding protein 2,1
569,Buehler BA/Atypical autism,methyl-CpG binding protein 2,1
570,Sanger WG/Atypical autism,methyl-CpG binding protein 2,1
571,Pasca SP/Atypical autism,tyrosine hydroxylase,1
572,Portmann T/Atypical autism,tyrosine hydroxylase,1
573,Voineagu I/Atypical autism,tyrosine hydroxylase,1
574,Yazawa M/Atypical autism,tyrosine hydroxylase,1
575,Shcheglovitov A/Atypical autism,tyrosine hydroxylase,1
576,Pasca AM/Atypical autism,tyrosine hydroxylase,1
577,Cord B/Atypical autism,tyrosine hydroxylase,1
578,Palmer TD/Atypical autism,tyrosine hydroxylase,1
579,Chikahisa S/Atypical autism,tyrosine hydroxylase,1
580,Nishino S/Atypical autism,tyrosine hydroxylase,1
581,Bernstein JA/Atypical autism,tyrosine hydroxylase,1
582,Hallmayer J/Atypical autism,tyrosine hydroxylase,1
583,Geschwind DH/Atypical autism,tyrosine hydroxylase,1
584,Dolmetsch RE/Atypical autism,tyrosine hydroxylase,1
585,Kliushnik TP/Atypical autism,C-reactive protein,2
586,Androsova LV/Atypical autism,C-reactive protein,2
587,Simashkova NV/Atypical autism,C-reactive protein,2
588,Zozulia SA/Atypical autism,C-reactive protein,2
589,Otman IN/Atypical autism,C-reactive protein,2
590,Koval'-Zaitsev AA/Atypical autism,C-reactive protein,2
591,Kliushnik TP/Atypical autism,nerve growth factor,2
592,Androsova LV/Atypical autism,nerve growth factor,2
593,Simashkova NV/Atypical autism,nerve growth factor,2
594,Zozulia SA/Atypical autism,nerve growth factor,2
595,Otman IN/Atypical autism,nerve growth factor,2
596,Koval'-Zaitsev AA/Atypical autism,nerve growth factor,2
597,Perez-Duenas B/Atypical autism,adenylosuccinate lyase,1
598,Sempere A/Atypical autism,adenylosuccinate lyase,1
599,Campistol J/Atypical autism,adenylosuccinate lyase,1
600,Alonso-Colmenero I/Atypical autism,adenylosuccinate lyase,1
601,Diez M/Atypical autism,adenylosuccinate lyase,1
602,Gonzalez V/Atypical autism,adenylosuccinate lyase,1
603,Merinero B/Atypical autism,adenylosuccinate lyase,1
604,Desviat LR/Atypical autism,adenylosuccinate lyase,1
605,Artuch R/Atypical autism,adenylosuccinate lyase,1
606,Presti-Torres J/Atypical autism,gastrin,2
607,Garcia VA/Atypical autism,gastrin,2
608,Dornelles A/Atypical autism,gastrin,2
609,Halmenschlager LH/Atypical autism,gastrin,2
610,Alcalde LA/Atypical autism,gastrin,2
611,Vedana G/Atypical autism,gastrin,2
612,Rico EP/Atypical autism,gastrin,2
613,Bogo MR/Atypical autism,gastrin,2
614,Schwartsmann G/Atypical autism,gastrin,2
615,Roesler R/Atypical autism,gastrin,2
616,Schroder N/Atypical autism,gastrin,2
617,Presti-Torres J/Atypical autism,epidermal growth factor,2
618,Garcia VA/Atypical autism,epidermal growth factor,2
619,Dornelles A/Atypical autism,epidermal growth factor,2
620,Halmenschlager LH/Atypical autism,epidermal growth factor,2
621,Alcalde LA/Atypical autism,epidermal growth factor,2
622,Vedana G/Atypical autism,epidermal growth factor,2
623,Rico EP/Atypical autism,epidermal growth factor,2
624,Bogo MR/Atypical autism,epidermal growth factor,2
625,Schwartsmann G/Atypical autism,epidermal growth factor,2
626,Roesler R/Atypical autism,epidermal growth factor,2
627,Schroder N/Atypical autism,epidermal growth factor,2
628,Panagiotopoulos C/Atypical autism,prolactin,1
629,Ronsley R/Atypical autism,prolactin,1
630,Elbe D/Atypical autism,prolactin,2
631,Davidson J/Atypical autism,prolactin,1
632,Smith DH/Atypical autism,prolactin,1
633,Wermter AK/Atypical autism,oxytocin receptor,2
634,Kamp-Becker I/Atypical autism,oxytocin receptor,2
635,Hesse P/Atypical autism,oxytocin receptor,1
636,Schulte-Korne G/Atypical autism,oxytocin receptor,2
637,Strauch K/Atypical autism,oxytocin receptor,2
638,Remschmidt H/Atypical autism,oxytocin receptor,2
639,Greenaway M/Atypical autism,prolactin,1
640,Elbe D/Atypical autism,prolactin,2
641,Luder AS/Atypical autism,hydroxymethylbilane synthase,1
642,Mamet R/Atypical autism,hydroxymethylbilane synthase,1
643,Farbstein I/Atypical autism,hydroxymethylbilane synthase,1
644,Schoenfeld N/Atypical autism,hydroxymethylbilane synthase,1
645,Malone RP/Atypical autism,prolactin,1
646,Delaney MA/Atypical autism,prolactin,1
647,Hyman SB/Atypical autism,prolactin,1
648,Cater JR/Atypical autism,prolactin,1
649,Wermter AK/Atypical autism,neuroligin 3,2
650,Kamp-Becker I/Atypical autism,neuroligin 3,2
651,Strauch K/Atypical autism,neuroligin 3,2
652,Schulte-Korne G/Atypical autism,neuroligin 3,2
653,Remschmidt H/Atypical autism,neuroligin 3,2
654,Brahm NC/Atypical autism,prolactin,1
655,Fast GA/Atypical autism,prolactin,1
656,Brown RC/Atypical autism,prolactin,1
657,Zimmerman AW/Atypical autism,myelin basic protein,1
658,Connors SL/Atypical autism,myelin basic protein,1
659,Matteson KJ/Atypical autism,myelin basic protein,1
660,Lee LC/Atypical autism,myelin basic protein,1
661,Singer HS/Atypical autism,myelin basic protein,1
662,Castaneda JA/Atypical autism,myelin basic protein,1
663,Pearce DA/Atypical autism,myelin basic protein,1
664,Scott SR/Autism spectrum disorder,leptin,3
665,Millwood SN/Autism spectrum disorder,leptin,3
666,Manczak EM/Autism spectrum disorder,leptin,3
667,Scott SR/Autism spectrum disorder,resistin,3
668,Millwood SN/Autism spectrum disorder,resistin,3
669,Manczak EM/Autism spectrum disorder,resistin,3
670,Scott SR/Autism spectrum disorder,apelin,3
671,Millwood SN/Autism spectrum disorder,apelin,3
672,Manczak EM/Autism spectrum disorder,apelin,3
673,Morimoto M/Autism spectrum disorder,C-reactive protein,3
674,Hashimoto T/Autism spectrum disorder,C-reactive protein,3
675,Tsuda Y/Autism spectrum disorder,C-reactive protein,3
676,Suenaga M/Autism spectrum disorder,C-reactive protein,3
677,Nakamura T/Autism spectrum disorder,C-reactive protein,3
678,Katoh S/Autism spectrum disorder,C-reactive protein,3
679,Morimoto M/Autism spectrum disorder,prolactin,3
680,Hashimoto T/Autism spectrum disorder,prolactin,3
681,Tsuda Y/Autism spectrum disorder,prolactin,3
682,Suenaga M/Autism spectrum disorder,prolactin,3
683,Nakamura T/Autism spectrum disorder,prolactin,3
684,Katoh S/Autism spectrum disorder,prolactin,3
685,Morimoto M/Autism spectrum disorder,albumin,3
686,Hashimoto T/Autism spectrum disorder,albumin,3
687,Tsuda Y/Autism spectrum disorder,albumin,3
688,Suenaga M/Autism spectrum disorder,albumin,3
689,Nakamura T/Autism spectrum disorder,albumin,3
690,Katoh S/Autism spectrum disorder,albumin,3
691,Vellingiri B/Autism spectrum disorder,catalase,1
692,Venkatesan D/Autism spectrum disorder,catalase,1
693,Iyer M/Autism spectrum disorder,catalase,1
694,Mohan G/Autism spectrum disorder,catalase,1
695,Krishnan P/Autism spectrum disorder,catalase,1
696,Sai Krishna K/Autism spectrum disorder,catalase,1
697,R S/Autism spectrum disorder,catalase,1
698,Narayanasamy A/Autism spectrum disorder,catalase,1
699,Gopalakrishnan AV/Autism spectrum disorder,catalase,1
700,Kumar NS/Autism spectrum disorder,catalase,1
701,Subramaniam MD/Autism spectrum disorder,catalase,1
702,Dumitriu D/Autism spectrum disorder,C-reactive protein,1
703,Baldwin E/Autism spectrum disorder,C-reactive protein,1
704,Coenen RJJ/Autism spectrum disorder,C-reactive protein,1
705,Hammond LA/Autism spectrum disorder,C-reactive protein,1
706,Peterka DS/Autism spectrum disorder,C-reactive protein,1
707,Heilbrun L/Autism spectrum disorder,C-reactive protein,1
708,Frye RE/Autism spectrum disorder,C-reactive protein,1
709,Palmer R/Autism spectrum disorder,C-reactive protein,1
710,Norrman HN/Autism spectrum disorder,C-reactive protein,1
711,Fridell A/Autism spectrum disorder,C-reactive protein,1
712,Remnelius KL/Autism spectrum disorder,C-reactive protein,1
713,Isaksson J/Autism spectrum disorder,C-reactive protein,1
714,Austin C/Autism spectrum disorder,C-reactive protein,1
715,Curtin P/Autism spectrum disorder,C-reactive protein,1
716,Bolte S/Autism spectrum disorder,C-reactive protein,1
717,Arora M/Autism spectrum disorder,C-reactive protein,1
718,Zhang X/Autism spectrum disorder,glutaminase,7
719,Liu S/Autism spectrum disorder,glutaminase,2
720,Liu X/Autism spectrum disorder,glutaminase,7
721,Wang J/Autism spectrum disorder,glutaminase,3
722,Bobrowski-Khoury N/Autism spectrum disorder,folate receptor alpha,1
723,Sequeira JM/Autism spectrum disorder,folate receptor alpha,1
724,Quadros EV/Autism spectrum disorder,folate receptor alpha,1
725,Skorzynska-Dziduszko KE/Autism spectrum disorder,leptin,1
726,Makarewicz A/Autism spectrum disorder,leptin,1
727,Blazewicz A/Autism spectrum disorder,leptin,1
728,Chaaba R/Autism spectrum disorder,diabetic nephropathy,1
729,Bouaziz A/Autism spectrum disorder,diabetic nephropathy,1
730,Ben Amor A/Autism spectrum disorder,diabetic nephropathy,1
731,Mnif W/Autism spectrum disorder,diabetic nephropathy,1
732,Hammami M/Autism spectrum disorder,diabetic nephropathy,1
733,Mehri S/Autism spectrum disorder,diabetic nephropathy,1
734,Zhang H/Autism spectrum disorder,biotinidase,6
735,Tang X/Autism spectrum disorder,biotinidase,2
736,Feng C/Autism spectrum disorder,biotinidase,2
737,Gao Y/Autism spectrum disorder,biotinidase,2
738,Hong Q/Autism spectrum disorder,biotinidase,2
739,Zhang J/Autism spectrum disorder,biotinidase,4
740,Zhang X/Autism spectrum disorder,biotinidase,7
741,Zheng Q/Autism spectrum disorder,biotinidase,2
742,Lin J/Autism spectrum disorder,biotinidase,5
743,Liu X/Autism spectrum disorder,biotinidase,7
744,Shen L/Autism spectrum disorder,biotinidase,2
745,Zhang H/Autism spectrum disorder,insulin,6
746,Tang X/Autism spectrum disorder,insulin,2
747,Feng C/Autism spectrum disorder,insulin,2
748,Gao Y/Autism spectrum disorder,insulin,2
749,Hong Q/Autism spectrum disorder,insulin,2
750,Zhang J/Autism spectrum disorder,insulin,4
751,Zhang X/Autism spectrum disorder,insulin,7
752,Zheng Q/Autism spectrum disorder,insulin,2
753,Lin J/Autism spectrum disorder,insulin,5
754,Liu X/Autism spectrum disorder,insulin,7
755,Shen L/Autism spectrum disorder,insulin,2
756,Dogan M/Autism spectrum disorder,tumor necrosis factor,1
757,Albayrak Y/Autism spectrum disorder,tumor necrosis factor,2
758,Erbas O/Autism spectrum disorder,tumor necrosis factor,5
759,Klocke B/Autism spectrum disorder,parvalbumin,1
760,Krone K/Autism spectrum disorder,parvalbumin,1
761,Tornes J/Autism spectrum disorder,parvalbumin,1
762,Moore C/Autism spectrum disorder,parvalbumin,1
763,Ott H/Autism spectrum disorder,parvalbumin,1
764,Pitychoutis PM/Autism spectrum disorder,parvalbumin,1
765,Okuzono S/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
766,Fujii F/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
767,Matsushita Y/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
768,Setoyama D/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
769,Shinmyo Y/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
770,Taira R/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
771,Yonemoto K/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
772,Akamine S/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
773,Motomura Y/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
774,Sanefuji M/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
775,Sakurai T/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
776,Kawasaki H/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
777,Han K/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
778,Kato TA/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
779,Torisu H/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
780,Kang D/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
781,Nakabeppu Y/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
782,Sakai Y/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
783,Ohga S/Autism spectrum disorder,SH3 and multiple ankyrin repeat domains 3,2
784,Okuzono S/Autism spectrum disorder,parvalbumin,2
785,Fujii F/Autism spectrum disorder,parvalbumin,2
786,Matsushita Y/Autism spectrum disorder,parvalbumin,2
787,Setoyama D/Autism spectrum disorder,parvalbumin,2
788,Shinmyo Y/Autism spectrum disorder,parvalbumin,2
789,Taira R/Autism spectrum disorder,parvalbumin,2
790,Yonemoto K/Autism spectrum disorder,parvalbumin,2
791,Akamine S/Autism spectrum disorder,parvalbumin,2
792,Motomura Y/Autism spectrum disorder,parvalbumin,2
793,Sanefuji M/Autism spectrum disorder,parvalbumin,2
794,Sakurai T/Autism spectrum disorder,parvalbumin,2
795,Kawasaki H/Autism spectrum disorder,parvalbumin,2
796,Han K/Autism spectrum disorder,parvalbumin,2
797,Kato TA/Autism spectrum disorder,parvalbumin,2
798,Torisu H/Autism spectrum disorder,parvalbumin,2
799,Kang D/Autism spectrum disorder,parvalbumin,2
800,Nakabeppu Y/Autism spectrum disorder,parvalbumin,2
801,Sakai Y/Autism spectrum disorder,parvalbumin,2
802,Ohga S/Autism spectrum disorder,parvalbumin,2
803,Morel C/Autism spectrum disorder,oxytocin receptor,1
804,Martinez Sanchez I/Autism spectrum disorder,oxytocin receptor,1
805,Cherifi Y/Autism spectrum disorder,oxytocin receptor,1
806,Chartrel N/Autism spectrum disorder,oxytocin receptor,1
807,Diaz Heijtz R/Autism spectrum disorder,oxytocin receptor,1
808,Backstrom F/Autism spectrum disorder,interleukin 6,1
809,Ahl M/Autism spectrum disorder,interleukin 6,1
810,Wickham J/Autism spectrum disorder,interleukin 6,1
811,Ekdahl CT/Autism spectrum disorder,interleukin 6,1
812,Zhang P/Autism spectrum disorder,insulin,3
813,Omanska A/Autism spectrum disorder,insulin,1
814,Ander BP/Autism spectrum disorder,insulin,1
815,Gandal MJ/Autism spectrum disorder,insulin,1
816,Stamova B/Autism spectrum disorder,insulin,1
817,Schumann CM/Autism spectrum disorder,insulin,1
818,de Oliveira Ferreira E/Autism spectrum disorder,synaptophysin,1
819,Pessoa Gomes JM/Autism spectrum disorder,synaptophysin,1
820,Neves KRT/Autism spectrum disorder,synaptophysin,1
821,Lima FAV/Autism spectrum disorder,synaptophysin,1
822,de Barros Viana GS/Autism spectrum disorder,synaptophysin,1
823,de Andrade GM/Autism spectrum disorder,synaptophysin,1
824,Saha S/Autism spectrum disorder,dopamine receptor D4,1
825,Chatterjee M/Autism spectrum disorder,dopamine receptor D4,1
826,Dutta N/Autism spectrum disorder,dopamine receptor D4,1
827,Sinha S/Autism spectrum disorder,dopamine receptor D4,1
828,Mukhopadhyay K/Autism spectrum disorder,dopamine receptor D4,1
829,Wei JA/Autism spectrum disorder,secretin,1
830,Han Q/Autism spectrum disorder,secretin,1
831,Luo Z/Autism spectrum disorder,secretin,1
832,Liu L/Autism spectrum disorder,secretin,1
833,Cui J/Autism spectrum disorder,secretin,1
834,Tan J/Autism spectrum disorder,secretin,1
835,Chow BKC/Autism spectrum disorder,secretin,1
836,So KF/Autism spectrum disorder,secretin,1
837,Zhang L/Autism spectrum disorder,secretin,2
838,Xiong Y/Autism spectrum disorder,synaptophysin,1
839,Chen J/Autism spectrum disorder,synaptophysin,5
840,Lv M/Autism spectrum disorder,synaptophysin,1
841,Wang F/Autism spectrum disorder,synaptophysin,1
842,Zhang H/Autism spectrum disorder,synaptophysin,6
843,Tang B/Autism spectrum disorder,synaptophysin,2
844,Li Y/Autism spectrum disorder,synaptophysin,3
845,Thomas SD/Autism spectrum disorder,phosphatase and tensin homolog,2
846,Jha NK/Autism spectrum disorder,phosphatase and tensin homolog,1
847,Ojha S/Autism spectrum disorder,phosphatase and tensin homolog,1
848,Sadek B/Autism spectrum disorder,phosphatase and tensin homolog,4
849,Menghi M/Autism spectrum disorder,hypoparathyroidism,1
850,Micangeli G/Autism spectrum disorder,hypoparathyroidism,1
851,Tarani F/Autism spectrum disorder,hypoparathyroidism,1
852,Putotto C/Autism spectrum disorder,hypoparathyroidism,1
853,Pirro F/Autism spectrum disorder,hypoparathyroidism,1
