id,author/disease,gene,n_articles
1146,Cao W/Autism spectrum disorder,parvalbumin,2
4686,Li JH/Autism spectrum disorder,parvalbumin,2
4757,Lin S/Autism spectrum disorder,parvalbumin,2
9015,Xia QQ/Autism spectrum disorder,parvalbumin,2
2024,Du YL/Autism spectrum disorder,parvalbumin,2
9132,Yang Q/Autism spectrum disorder,parvalbumin,5
9169,Ye YZ/Autism spectrum disorder,parvalbumin,2
9318,Zeng LH/Autism spectrum disorder,parvalbumin,2
4708,Li XY/Autism spectrum disorder,parvalbumin,2
9053,Xu J/Autism spectrum disorder,parvalbumin,2
4915,Luo JH/Autism spectrum disorder,parvalbumin,2
1146,Cao W/Autism spectrum disorder,neuroligin 3,2
4686,Li JH/Autism spectrum disorder,neuroligin 3,2
4757,Lin S/Autism spectrum disorder,neuroligin 3,2
9015,Xia QQ/Autism spectrum disorder,neuroligin 3,2
2024,Du YL/Autism spectrum disorder,neuroligin 3,2
9132,Yang Q/Autism spectrum disorder,neuroligin 3,5
9169,Ye YZ/Autism spectrum disorder,neuroligin 3,2
9318,Zeng LH/Autism spectrum disorder,neuroligin 3,2
4708,Li XY/Autism spectrum disorder,neuroligin 3,2
9053,Xu J/Autism spectrum disorder,neuroligin 3,2
4915,Luo JH/Autism spectrum disorder,neuroligin 3,2
1310,Chen B/Autism spectrum disorder,glutaredoxin,2
5017,Maisterrena A/Autism spectrum disorder,tyrosine hydroxylase,2
5202,Matas E/Autism spectrum disorder,tyrosine hydroxylase,2
5519,Mirfendereski H/Autism spectrum disorder,tyrosine hydroxylase,2
509,Balbous A/Autism spectrum disorder,tyrosine hydroxylase,2
5102,Marchand S/Autism spectrum disorder,tyrosine hydroxylase,2
3660,Jaber M/Autism spectrum disorder,tyrosine hydroxylase,2
5017,Maisterrena A/Autism spectrum disorder,parvalbumin,2
5202,Matas E/Autism spectrum disorder,parvalbumin,2
5519,Mirfendereski H/Autism spectrum disorder,parvalbumin,2
509,Balbous A/Autism spectrum disorder,parvalbumin,2
5102,Marchand S/Autism spectrum disorder,parvalbumin,2
3660,Jaber M/Autism spectrum disorder,parvalbumin,2
9137,Yang X/Autism spectrum disorder,renin,2
9410,Zhou Y/Autism spectrum disorder,renin,2
9345,Zhang N/Autism spectrum disorder,renin,2
4810,Liu J/Autism spectrum disorder,renin,3
8759,Wang Y/Autism spectrum disorder,prolactin,7
9339,Zhang J/Autism spectrum disorder,prolactin,4
5816,Nakhal MM/Autism spectrum disorder,C-reactive protein,2
35,Aburuz S/Autism spectrum disorder,C-reactive protein,2
7136,Sadek B/Autism spectrum disorder,C-reactive protein,4
103,Akour A/Autism spectrum disorder,C-reactive protein,2
5816,Nakhal MM/Autism spectrum disorder,tumor necrosis factor,2
35,Aburuz S/Autism spectrum disorder,tumor necrosis factor,2
7136,Sadek B/Autism spectrum disorder,tumor necrosis factor,4
103,Akour A/Autism spectrum disorder,tumor necrosis factor,2
743,Bhalla S/Autism spectrum disorder,glucagon,3
5354,Mehan S/Autism spectrum disorder,glucagon,3
743,Bhalla S/Autism spectrum disorder,insulin,3
5354,Mehan S/Autism spectrum disorder,insulin,3
5019,Majerczyk D/Autism spectrum disorder,interferon gamma,2
422,Ayad EG/Autism spectrum disorder,interferon gamma,2
946,Brewton KL/Autism spectrum disorder,interferon gamma,2
7159,Saing P/Autism spectrum disorder,interferon gamma,2
3178,Hart PC/Autism spectrum disorder,interferon gamma,2
5019,Majerczyk D/Autism spectrum disorder,interleukin 6,2
422,Ayad EG/Autism spectrum disorder,interleukin 6,2
946,Brewton KL/Autism spectrum disorder,interleukin 6,2
7159,Saing P/Autism spectrum disorder,interleukin 6,2
3178,Hart PC/Autism spectrum disorder,interleukin 6,2
9132,Yang Q/Autism spectrum disorder,thyroid hormone receptor interactor 12,5
9347,Zhang Q/Autism spectrum disorder,thyroid hormone receptor interactor 12,3
1352,Cheng Y/Autism spectrum disorder,monoamine oxidase A,2
9396,Zhou B/Autism spectrum disorder,arginine vasopressin,2
9114,Yan X/Autism spectrum disorder,arginine vasopressin,2
9386,Zheng X/Autism spectrum disorder,arginine vasopressin,2
1338,Chen Y/Autism spectrum disorder,arginine vasopressin,3
4826,Liu Y/Autism spectrum disorder,arginine vasopressin,2
6392,Peng J/Autism spectrum disorder,arginine vasopressin,2
9355,Zhang Y/Autism spectrum disorder,arginine vasopressin,7
8164,Tang L/Autism spectrum disorder,arginine vasopressin,2
8837,Wen M/Autism spectrum disorder,arginine vasopressin,2
7827,Song X/Autism spectrum disorder,protein kinase C beta,2
3469,Hu Q/Autism spectrum disorder,protein kinase C beta,2
9063,Xu X/Autism spectrum disorder,protein kinase C beta,4
6230,Pan W/Autism spectrum disorder,protein kinase C beta,2
7827,Song X/Autism spectrum disorder,uncoupling protein 1,2
3469,Hu Q/Autism spectrum disorder,uncoupling protein 1,2
9063,Xu X/Autism spectrum disorder,uncoupling protein 1,4
6230,Pan W/Autism spectrum disorder,uncoupling protein 1,2
7672,Silvestri R/Autism spectrum disorder,C-reactive protein,2
3613,Ipsiroglu OS/Autism spectrum disorder,C-reactive protein,2
7672,Silvestri R/Autism spectrum disorder,transferrin,2
3613,Ipsiroglu OS/Autism spectrum disorder,transferrin,2
9355,Zhang Y/Autism spectrum disorder,nuclear receptor subfamily 4 group A member 1,7
8761,Wang Z/Autism spectrum disorder,nuclear receptor subfamily 4 group A member 1,4
4709,Li Y/Autism spectrum disorder,nuclear receptor subfamily 4 group A member 1,3
9422,Zhu Y/Autism spectrum disorder,nuclear receptor subfamily 4 group A member 1,2
4690,Li LS/Autism spectrum disorder,retinoic acid receptor alpha,2
9347,Zhang Q/Autism spectrum disorder,retinoic acid receptor alpha,3
4809,Liu H/Autism spectrum disorder,retinoic acid receptor alpha,3
8995,Wu QH/Autism spectrum disorder,retinoic acid receptor alpha,2
9136,Yang T/Autism spectrum disorder,retinoic acid receptor alpha,3
1319,Chen J/Autism spectrum disorder,retinoic acid receptor alpha,5
4703,Li TY/Autism spectrum disorder,retinoic acid receptor alpha,2
4690,Li LS/Autism spectrum disorder,neurexin 1,2
9347,Zhang Q/Autism spectrum disorder,neurexin 1,3
4809,Liu H/Autism spectrum disorder,neurexin 1,3
8995,Wu QH/Autism spectrum disorder,neurexin 1,2
9136,Yang T/Autism spectrum disorder,neurexin 1,3
1319,Chen J/Autism spectrum disorder,neurexin 1,5
4703,Li TY/Autism spectrum disorder,neurexin 1,2
8140,Tamayo JM/Autism spectrum disorder,interferon gamma,2
7036,Rose D/Autism spectrum disorder,interferon gamma,2
1442,Church JS/Autism spectrum disorder,interferon gamma,2
7415,Schwartzer JJ/Autism spectrum disorder,interferon gamma,2
380,Ashwood P/Autism spectrum disorder,interferon gamma,2
8140,Tamayo JM/Autism spectrum disorder,tumor necrosis factor,2
7036,Rose D/Autism spectrum disorder,tumor necrosis factor,2
1442,Church JS/Autism spectrum disorder,tumor necrosis factor,2
7415,Schwartzer JJ/Autism spectrum disorder,tumor necrosis factor,2
380,Ashwood P/Autism spectrum disorder,tumor necrosis factor,2
3714,Jayaprakash P/Autism spectrum disorder,arginine vasopressin,2
1312,Chen C/Autism spectrum disorder,histone deacetylase 2,2
9137,Yang X/Autism spectrum disorder,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",2
4689,Li L/Autism spectrum disorder,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",5
4810,Liu J/Autism spectrum disorder,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",3
9356,Zhang Z/Autism spectrum disorder,vitamin D receptor,3
4810,Liu J/Autism spectrum disorder,vitamin D receptor,3
9237,Yu H/Autism spectrum disorder,vitamin D receptor,2
8755,Wang X/Autism spectrum disorder,methylenetetrahydrofolate reductase,3
138,Albayrak Y/Autism spectrum disorder,nerve growth factor,2
2165,Erdogan MA/Autism spectrum disorder,nerve growth factor,4
2158,Erbas O/Autism spectrum disorder,nerve growth factor,5
3013,Guiducci L/Autism spectrum disorder,leptin,3
8558,Vassalle C/Autism spectrum disorder,leptin,3
6635,Prosperi M/Autism spectrum disorder,leptin,3
7245,Santocchi E/Autism spectrum disorder,leptin,3
5618,Morales MA/Autism spectrum disorder,leptin,3
5743,Muratori F/Autism spectrum disorder,leptin,3
1109,Calderoni S/Autism spectrum disorder,leptin,3
3013,Guiducci L/Autism spectrum disorder,insulin,3
8558,Vassalle C/Autism spectrum disorder,insulin,3
6635,Prosperi M/Autism spectrum disorder,insulin,3
7245,Santocchi E/Autism spectrum disorder,insulin,3
5618,Morales MA/Autism spectrum disorder,insulin,3
5743,Muratori F/Autism spectrum disorder,insulin,3
1109,Calderoni S/Autism spectrum disorder,insulin,3
3013,Guiducci L/Autism spectrum disorder,resistin,3
8558,Vassalle C/Autism spectrum disorder,resistin,3
6635,Prosperi M/Autism spectrum disorder,resistin,3
7245,Santocchi E/Autism spectrum disorder,resistin,3
5618,Morales MA/Autism spectrum disorder,resistin,3
5743,Muratori F/Autism spectrum disorder,resistin,3
1109,Calderoni S/Autism spectrum disorder,resistin,3
4713,Li Z/Autism spectrum disorder,albumin,4
8022,Sun H/Autism spectrum disorder,parvalbumin,2
4809,Liu H/Autism spectrum disorder,parvalbumin,3
2982,Gu Y/Autism spectrum disorder,parvalbumin,2
1319,Chen J/Autism spectrum disorder,parvalbumin,5
9410,Zhou Y/Autism spectrum disorder,parvalbumin,2
8737,Wang H/Autism spectrum disorder,parvalbumin,4
9063,Xu X/Autism spectrum disorder,parvalbumin,4
2497,Frehner SS/Autism spectrum disorder,oxytocin receptor,2
1982,Dooley KT/Autism spectrum disorder,oxytocin receptor,2
6223,Palumbo MC/Autism spectrum disorder,oxytocin receptor,2
7762,Smith AL/Autism spectrum disorder,oxytocin receptor,2
2861,Goodman MM/Autism spectrum disorder,oxytocin receptor,2
514,Bales KL/Autism spectrum disorder,oxytocin receptor,2
2494,Freeman SM/Autism spectrum disorder,oxytocin receptor,2
2497,Frehner SS/Autism spectrum disorder,tyrosine hydroxylase,2
1982,Dooley KT/Autism spectrum disorder,tyrosine hydroxylase,2
6223,Palumbo MC/Autism spectrum disorder,tyrosine hydroxylase,2
7762,Smith AL/Autism spectrum disorder,tyrosine hydroxylase,2
2861,Goodman MM/Autism spectrum disorder,tyrosine hydroxylase,2
514,Bales KL/Autism spectrum disorder,tyrosine hydroxylase,2
2494,Freeman SM/Autism spectrum disorder,tyrosine hydroxylase,2
3883,Kalinowska M/Autism spectrum disorder,parvalbumin,2
9567,van der Lei MB/Autism spectrum disorder,parvalbumin,2
4146,Kitiashvili M/Autism spectrum disorder,parvalbumin,2
5053,Mamcarz M/Autism spectrum disorder,parvalbumin,2
6086,Oliveira MM/Autism spectrum disorder,parvalbumin,2
4849,Longo F/Autism spectrum disorder,parvalbumin,2
4154,Klann E/Autism spectrum disorder,parvalbumin,2
3883,Kalinowska M/Autism spectrum disorder,somatostatin,2
9567,van der Lei MB/Autism spectrum disorder,somatostatin,2
4146,Kitiashvili M/Autism spectrum disorder,somatostatin,2
5053,Mamcarz M/Autism spectrum disorder,somatostatin,2
6086,Oliveira MM/Autism spectrum disorder,somatostatin,2
4849,Longo F/Autism spectrum disorder,somatostatin,2
4154,Klann E/Autism spectrum disorder,somatostatin,2
9337,Zhang H/Autism spectrum disorder,neuraminidase 1,6
2982,Gu Y/Autism spectrum disorder,neuraminidase 1,2
9355,Zhang Y/Autism spectrum disorder,neuraminidase 1,7
8732,Wang D/Autism spectrum disorder,neuraminidase 1,3
8737,Wang H/Autism spectrum disorder,neuraminidase 1,4
1338,Chen Y/Autism spectrum disorder,neuraminidase 1,3
8759,Wang Y/Autism spectrum disorder,BR serine/threonine kinase 2,7
4752,Lin J/Autism spectrum disorder,BR serine/threonine kinase 2,5
9063,Xu X/Autism spectrum disorder,BR serine/threonine kinase 2,4
4740,Lim HK/Autism spectrum disorder,methyl-CpG binding protein 2,3
9218,Yoon JH/Autism spectrum disorder,methyl-CpG binding protein 2,3
7824,Song M/Autism spectrum disorder,methyl-CpG binding protein 2,3
4740,Lim HK/Autism spectrum disorder,neurexin 1,3
9218,Yoon JH/Autism spectrum disorder,neurexin 1,3
7824,Song M/Autism spectrum disorder,neurexin 1,3
4740,Lim HK/Autism spectrum disorder,chromodomain helicase DNA binding protein 8,3
9218,Yoon JH/Autism spectrum disorder,chromodomain helicase DNA binding protein 8,3
7824,Song M/Autism spectrum disorder,chromodomain helicase DNA binding protein 8,3
4823,Liu X/Autism spectrum disorder,E1A binding protein p300,7
8761,Wang Z/Autism spectrum disorder,E1A binding protein p300,4
9353,Zhang X/Autism spectrum disorder,E1A binding protein p300,7
9332,Zhang D/Autism spectrum disorder,E1A binding protein p300,3
9132,Yang Q/Autism spectrum disorder,E1A binding protein p300,5
3468,Hu P/Autism spectrum disorder,E1A binding protein p300,2
4681,Li F/Autism spectrum disorder,E1A binding protein p300,2
4823,Liu X/Autism spectrum disorder,cadherin 2,7
8761,Wang Z/Autism spectrum disorder,cadherin 2,4
9353,Zhang X/Autism spectrum disorder,cadherin 2,7
9332,Zhang D/Autism spectrum disorder,cadherin 2,3
9132,Yang Q/Autism spectrum disorder,cadherin 2,5
3468,Hu P/Autism spectrum disorder,cadherin 2,2
4681,Li F/Autism spectrum disorder,cadherin 2,2
743,Bhalla S/Autism spectrum disorder,myelin basic protein,3
5354,Mehan S/Autism spectrum disorder,myelin basic protein,3
7723,Sivasangari K/Autism spectrum disorder,nerve growth factor,3
6750,Rajan KE/Autism spectrum disorder,nerve growth factor,3
7723,Sivasangari K/Autism spectrum disorder,glial fibrillary acidic protein,3
6750,Rajan KE/Autism spectrum disorder,glial fibrillary acidic protein,3
7723,Sivasangari K/Autism spectrum disorder,proliferating cell nuclear antigen,3
6750,Rajan KE/Autism spectrum disorder,proliferating cell nuclear antigen,3
6182,Ozkul B/Autism spectrum disorder,tumor necrosis factor,2
8496,Urfali FE/Autism spectrum disorder,tumor necrosis factor,2
7501,Sever IH/Autism spectrum disorder,tumor necrosis factor,2
906,Bozkurt MF/Autism spectrum disorder,tumor necrosis factor,3
7793,Sogut I/Autism spectrum disorder,tumor necrosis factor,2
2122,Elgormus CS/Autism spectrum disorder,tumor necrosis factor,2
2165,Erdogan MA/Autism spectrum disorder,tumor necrosis factor,4
2158,Erbas O/Autism spectrum disorder,tumor necrosis factor,5
6182,Ozkul B/Autism spectrum disorder,glial fibrillary acidic protein,2
8496,Urfali FE/Autism spectrum disorder,glial fibrillary acidic protein,2
7501,Sever IH/Autism spectrum disorder,glial fibrillary acidic protein,2
906,Bozkurt MF/Autism spectrum disorder,glial fibrillary acidic protein,3
7793,Sogut I/Autism spectrum disorder,glial fibrillary acidic protein,2
2122,Elgormus CS/Autism spectrum disorder,glial fibrillary acidic protein,2
2165,Erdogan MA/Autism spectrum disorder,glial fibrillary acidic protein,4
2158,Erbas O/Autism spectrum disorder,glial fibrillary acidic protein,5
9236,Yu D/Autism spectrum disorder,parvalbumin,2
4701,Li T/Autism spectrum disorder,parvalbumin,2
1822,Delpech JC/Autism spectrum disorder,parvalbumin,2
9413,Zhu B/Autism spectrum disorder,parvalbumin,2
4142,Kishore P/Autism spectrum disorder,parvalbumin,2
4276,Koshi T/Autism spectrum disorder,parvalbumin,2
4917,Luo R/Autism spectrum disorder,parvalbumin,2
6608,Pratt KJB/Autism spectrum disorder,parvalbumin,2
6570,Popova G/Autism spectrum disorder,parvalbumin,2
5986,Nowakowski TJ/Autism spectrum disorder,parvalbumin,2
8629,Villeda SA/Autism spectrum disorder,parvalbumin,2
6482,Piao X/Autism spectrum disorder,parvalbumin,2
9236,Yu D/Autism spectrum disorder,tumor necrosis factor,2
4701,Li T/Autism spectrum disorder,tumor necrosis factor,2
1822,Delpech JC/Autism spectrum disorder,tumor necrosis factor,2
9413,Zhu B/Autism spectrum disorder,tumor necrosis factor,2
4142,Kishore P/Autism spectrum disorder,tumor necrosis factor,2
4276,Koshi T/Autism spectrum disorder,tumor necrosis factor,2
4917,Luo R/Autism spectrum disorder,tumor necrosis factor,2
6608,Pratt KJB/Autism spectrum disorder,tumor necrosis factor,2
6570,Popova G/Autism spectrum disorder,tumor necrosis factor,2
5986,Nowakowski TJ/Autism spectrum disorder,tumor necrosis factor,2
8629,Villeda SA/Autism spectrum disorder,tumor necrosis factor,2
6482,Piao X/Autism spectrum disorder,tumor necrosis factor,2
7984,Suarez-Pereira I/Autism spectrum disorder,tyrosine hydroxylase,2
2638,Garcia-Dominguez I/Autism spectrum disorder,tyrosine hydroxylase,2
931,Bravo L/Autism spectrum disorder,tyrosine hydroxylase,2
7241,Santiago M/Autism spectrum disorder,tyrosine hydroxylase,2
2642,Garcia-Revilla J/Autism spectrum disorder,tyrosine hydroxylase,2
2190,Espinosa-Oliva AM/Autism spectrum disorder,tyrosine hydroxylase,2
198,Alonso-Bellido IM/Autism spectrum disorder,tyrosine hydroxylase,2
4860,Lopez-Martin C/Autism spectrum disorder,tyrosine hydroxylase,2
6412,Perez-Villegas EM/Autism spectrum disorder,tyrosine hydroxylase,2
339,Armengol JA/Autism spectrum disorder,tyrosine hydroxylase,2
719,Berrocoso E/Autism spectrum disorder,tyrosine hydroxylase,2
8581,Venero JL/Autism spectrum disorder,tyrosine hydroxylase,2
9511,de Pablos RM/Autism spectrum disorder,tyrosine hydroxylase,2
7095,Ruiz R/Autism spectrum disorder,tyrosine hydroxylase,2
7984,Suarez-Pereira I/Autism spectrum disorder,caspase 8,2
2638,Garcia-Dominguez I/Autism spectrum disorder,caspase 8,2
931,Bravo L/Autism spectrum disorder,caspase 8,2
7241,Santiago M/Autism spectrum disorder,caspase 8,2
2642,Garcia-Revilla J/Autism spectrum disorder,caspase 8,2
2190,Espinosa-Oliva AM/Autism spectrum disorder,caspase 8,2
198,Alonso-Bellido IM/Autism spectrum disorder,caspase 8,2
4860,Lopez-Martin C/Autism spectrum disorder,caspase 8,2
6412,Perez-Villegas EM/Autism spectrum disorder,caspase 8,2
339,Armengol JA/Autism spectrum disorder,caspase 8,2
719,Berrocoso E/Autism spectrum disorder,caspase 8,2
8581,Venero JL/Autism spectrum disorder,caspase 8,2
9511,de Pablos RM/Autism spectrum disorder,caspase 8,2
7095,Ruiz R/Autism spectrum disorder,caspase 8,2
7252,Santos-Terra J/Autism spectrum disorder,parvalbumin,2
1795,Deckmann I/Autism spectrum disorder,parvalbumin,2
1166,Carello-Collar G/Autism spectrum disorder,parvalbumin,2
5991,Nunes GD/Autism spectrum disorder,parvalbumin,2
611,Bauer-Negrini G/Autism spectrum disorder,parvalbumin,2
7421,Schwingel GB/Autism spectrum disorder,parvalbumin,2
2434,Fontes-Dutra M/Autism spectrum disorder,parvalbumin,2
6917,Riesgo R/Autism spectrum disorder,parvalbumin,2
2887,Gottfried C/Autism spectrum disorder,parvalbumin,2
7252,Santos-Terra J/Autism spectrum disorder,somatostatin,2
1795,Deckmann I/Autism spectrum disorder,somatostatin,2
1166,Carello-Collar G/Autism spectrum disorder,somatostatin,2
5991,Nunes GD/Autism spectrum disorder,somatostatin,2
611,Bauer-Negrini G/Autism spectrum disorder,somatostatin,2
7421,Schwingel GB/Autism spectrum disorder,somatostatin,2
